iter	Passed	Remaining
110	401250	1406184
111	405638	1405247
112	408455	1398868
113	411037	1391758
114	414594	1387990
115	417948	1383554
116	422370	1382630
117	425422	1377214
118	428628	1372330
119	432484	1369533
120	436452	1367068
121	440136	1363701
122	442963	1357702
123	446917	1355169
124	450964	1352893
125	454202	1348187
126	457882	1344805
127	461339	1340768
128	465297	1338180
129	468419	1333193
130	471290	1327527
131	475039	1324352
132	478594	1320632
133	482588	1318114
134	486508	1315375
135	490624	1313141
136	494419	1310030
137	497450	1304906
138	501315	1301978
139	505245	1299203
140	508973	1295897
141	512574	1292265
142	515347	1286566
143	518958	1282981
144	522798	1279955
145	526789	1277284
146	529860	1272386
147	534075	1270234
148	537316	1265758
149	541265	1262953
150	544569	1258641
151	548673	1256173
152	552622	1253333
153	556067	1249346
154	560052	1246568
155	562894	1241254
156	566086	1236737
157	570256	1234353
158	573591	1230155
159	576795	1225690
160	579903	1221038
161	583119	1216632
162	587027	1213669
163	590323	1209444
164	593774	1205542
165	596302	1199790
166	599018	1194450
167	601599	1188875
168	605832	1186570
169	609132	1182434
170	611923	1177327
171	615854	1174419
172	619160	1170320
173	622746	1166754
174	625960	1162497
175	629938	1159659
176	633179	1155463
177	636495	1151412
178	640406	1148437
179	644443	1145677
180	647528	1141224
181	650194	1136054
182	654114	1133084
183	657860	1129803
184	661245	1125903
185	665343	1123214
186	668666	1119211
187	672692	1116383
188	675464	1111477
189	679516	1108684
190	683518	1105797
191	687212	1102403
192	691003	1099161
193	694737	1095823
194	698301	1092215
195	702477	1089557
196	706337	1086396
197	709323	1081897
198	712913	1078326
199	715957	1073936
200	719300	1070003
201	722939	1066514
202	727153	1063864
203	731044	1060731
204	734685	1057230
205	738677	1054229
206	742562	1051066
207	746362	1047777
208	749950	1044189
209	753220	1040161
210	756673	1036392
211	759964	1032404
212	763962	1029376
213	767701	1025994
214	771281	1022396
215	774915	1018870
216	777806	1014374
217	781733	1011232
218	785528	1007915
219	789013	1004199
220	792603	1000617
221	795918	996690
222	799871	993561
223	802634	988959
224	806171	985320
225	809759	981744
226	812505	977153
227	815222	972546
228	818058	968095
229	821257	964085
230	824977	960688
231	828017	956503
232	832167	953599
233	835253	949475
234	838882	945973
235	842708	942690
236	846492	939356
237	850426	936184
238	854484	933140
239	857842	929328
240	861175	925496
241	864999	922189
242	868763	918815
243	872344	915246
244	875854	911603
245	880096	908717
246	884112	905588
247	887481	901796
248	891328	898487
249	894989	894989
250	898482	891322
251	902630	888302
252	905543	884068
253	909337	880697
254	913104	877296
255	916511	873549
256	920197	870070
257	923702	866418
258	927786	863306
259	931068	859447
260	935039	856223
261	938425	852462
262	941493	848418
263	944435	844267
264	948359	840997
265	952205	837654
266	956037	834295
267	959998	831043
268	962930	826903
269	966013	822900
270	969984	819654
271	973644	816142
272	976516	811974
273	980076	808384
274	983286	804506
275	986584	800706
276	989872	796900
277	992750	792771
278	996483	789329
279	999547	785359
280	1003179	781837
281	1007057	778505
282	1010140	774559
283	1013096	770524
284	1016114	766542
285	1019800	763067
286	1023782	759810
287	1028103	756798
288	1031770	753299
289	1035441	749802
290	1039677	746709
291	1043182	743089
292	1047038	739716
293	1050962	736388
294	1054940	733094
295	1058711	729652
296	1061884	725799
297	1066039	722617
298	1069629	719048
299	1073490	715660
300	1076881	711958
301	1080510	708414
302	1083350	704356
303	1086339	700402
304	1090226	697029
305	1093829	693473
306	1097541	689985
307	1100994	686334
308	1104092	682464
309	1106958	678458
310	1110695	674988
311	1114456	671531
312	1118390	668176
313	1121445	664295
314	1125076	660759
315	1128438	657065
316	1132119	653557
317	1135935	650126
318	1139315	646445
319	1143298	643105
320	1147335	639791
321	1150931	636229
322	1154679	632750
323	1158384	629246
324	1161588	625470
325	1165217	621925
326	1168328	618106
327	1172258	614721
328	1175471	610959
329	1178919	607322
330	1182835	603924
331	1186314	600303
332	1189809	596691
333	1193942	593396
334	1197737	589930
335	1201544	586468
336	1205605	583126
337	1209081	579500
338	1212958	576065
339	1216435	572440
340	1220301	568997
341	1223575	565277
342	1226404	561357
343	1230350	557949
344	1233528	554194
345	1237443	550769
346	1241415	547367
347	1245462	543995
348	1249205	540487
349	1253246	537105
350	1256108	533219
351	1259990	529768
352	1263591	526198
353	1267276	522662
354	1271192	519219
355	1275124	515780
356	1278262	512021
357	1282356	508644
358	1286061	505110
359	1289465	501458
360	1293500	498051
361	1296858	494382
362	1300402	490785
363	1304235	487296
364	1308090	483814
365	1311268	480081
366	1315296	476660
367	1318685	473006
368	1322914	469652
369	1327161	466299
370	1331747	463060
371	1335138	459402
372	1339258	455994
373	1342119	452157
374	1345832	448610
375	1349881	445173
376	1353678	441651
377	1356811	437912
378	1360245	434273
379	1363310	430518
380	1367104	426995
381	1371063	423522
382	1374883	420003
383	1378782	416507
384	1382330	412903
385	1386461	409473
386	1389496	405718
387	1393443	402231
388	1397112	398661
389	1401016	395158
390	1404406	391509
391	1408180	387968
392	1412044	384449
393	1415967	380945
394	1419844	377427
395	1424767	374181
396	1428397	370591
397	1431999	366994
398	1435627	363404
399	1439241	359810
400	1443142	356287
401	1446995	352750
402	1450974	349242
403	1454673	345665
404	1458169	342039
405	1461773	338440
406	1465463	334860
407	1469443	331345
408	1472800	327689
409	1476613	324134
410	1480123	320513
411	1483521	316868
412	1486864	313213
413	1490532	309627
414	1494396	306081
415	1498613	302604
416	1501352	298830
417	1505324	295302
418	1508646	291647
419	1512772	288147
420	1516282	284527
421	1519932	280935
422	1523215	277275
423	1526766	273665
424	1530650	270114
425	1533832	266440
426	1537426	262838
427	1541238	259273
428	1545127	255720
429	1548590	252096
430	1551630	248404
431	1554579	244702
432	1558176	241103
433	1562249	237577
434	1565575	233936
435	1569417	230373
436	1573058	226779
437	1576845	223206
438	1580130	219562
439	1583634	215950
440	1587676	212410
441	1590498	208707
442	1593723	205061
443	1596222	201325
444	1599438	197683
445	1602711	194050
446	1606500	190479
447	1610203	186898
448	1613699	183293
449	1617023	179669
450	1619516	175956
451	1623075	172362
452	1626791	168784
453	1629864	165140
454	1634012	161605
455	1637561	158010
456	1641384	154441
457	1645171	150867
458	1648599	147260
459	1652141	143664
460	1655679	140068
461	1659250	136475
462	1663160	132909
463	1667024	129338
464	1670793	125758
465	1674409	122167
466	1677707	118553
467	1681620	114982
468	1685172	111386
469	1688749	107792
470	1692314	104197
471	1695915	100605
472	1699710	97023
473	1703089	93418
474	1706314	89806
475	1710138	86225
476	1713492	82621
477	1717509	79048
478	1720971	75449
479	1724615	71858
480	1728259	68268
481	1731777	64672
482	1734699	61055
483	1738900	57484
484	1741900	53873
485	1745200	50273
486	1748162	46665
487	1752167	43086
488	1755689	39494
489	1759516	35908
490	1763595	32326
491	1766738	28727
492	1770226	25135
493	1772956	21533
494	1775802	17937
495	1779093	14347
496	1782885	10761
497	1786256	7173
498	1789064	3585
499	1792079	0
