iter	MultiClass
220	0.6067707087
221	0.6066622614
222	0.6064717318
223	0.6062847004
224	0.606069045
225	0.605906602
226	0.6058045501
227	0.6056585482
228	0.6054880324
229	0.6053458861
230	0.605222801
231	0.6051337791
232	0.6049712704
233	0.6048633915
234	0.6047100472
235	0.6045461302
236	0.6043769577
237	0.6042079404
238	0.6041114321
239	0.6040045241
240	0.6038980793
241	0.603737654
242	0.603589027
243	0.6034840297
244	0.6033469775
245	0.6032564499
246	0.6031262957
247	0.6030018719
248	0.6028985226
249	0.602770937
250	0.6026798698
251	0.6025319667
252	0.6024122624
253	0.6022343768
254	0.6021094773
255	0.6019938916
256	0.6018100794
257	0.6017384314
258	0.6016369024
259	0.6015199608
260	0.6013015575
261	0.6011495734
262	0.6010384621
263	0.6008982401
264	0.6008013725
265	0.6007022015
266	0.6005526293
267	0.6004013116
268	0.6001270394
269	0.6000207208
270	0.5999201415
271	0.5998099818
272	0.5996651624
273	0.5995423829
274	0.5994200074
275	0.5992154434
276	0.5989353816
277	0.5988541934
278	0.5986881664
279	0.5986163593
280	0.598377401
281	0.5982759824
282	0.5981984292
283	0.598077176
284	0.5977856013
285	0.5976551605
286	0.5975550924
287	0.597445271
288	0.5973524789
289	0.5972975238
290	0.5971840199
291	0.5971099647
292	0.5970261015
293	0.5968799415
294	0.5968093318
295	0.5966519325
296	0.5965008619
297	0.5963644177
298	0.5962740297
299	0.5962073539
300	0.5960742787
301	0.5959091381
302	0.5958180155
303	0.5957213539
304	0.5956224927
305	0.5954644301
306	0.5954082492
307	0.5953090967
308	0.5952230631
309	0.595124341
310	0.595058578
311	0.5949531406
312	0.5948800614
313	0.5947485026
314	0.5946543325
315	0.5945537381
316	0.5943299474
317	0.5942109052
318	0.5940457578
319	0.5938459525
320	0.5937147413
321	0.5936273805
322	0.5935487412
323	0.593468326
324	0.5933805749
325	0.5932901681
326	0.5932330063
327	0.593160315
328	0.5931047541
329	0.5929115474
330	0.5928570769
331	0.5927819499
332	0.5926442446
333	0.5925414209
334	0.5924471155
335	0.5923748886
336	0.59228582
337	0.5922013141
338	0.5920624291
339	0.5919948517
340	0.5919013329
341	0.5918120762
342	0.5917361872
343	0.5916636631
344	0.5916081914
345	0.5914933679
346	0.5914403286
347	0.5913304417
348	0.5911786972
349	0.5910823398
350	0.5908715461
351	0.5907574525
352	0.5906984127
353	0.59059131
354	0.5905368464
355	0.5904399108
356	0.59037093
357	0.5903178036
358	0.5902528292
359	0.5901483827
360	0.5900279784
361	0.589947904
362	0.5898771865
363	0.5897797543
364	0.5897177927
365	0.5896402791
366	0.5895466292
367	0.5894449588
368	0.5893651031
369	0.5893253494
370	0.5892172932
371	0.589172106
372	0.5890899931
373	0.5889979338
374	0.5889614528
375	0.5889109038
376	0.5888598723
377	0.5888001988
378	0.5886961645
379	0.5886351614
380	0.588582297
381	0.5885258023
382	0.5884654922
383	0.5884065178
384	0.588319151
385	0.5882131359
386	0.5881828279
387	0.5880850195
388	0.5879791577
389	0.5878919565
390	0.5878236974
391	0.5877438423
392	0.5876863768
393	0.58764376
394	0.5875764112
395	0.5874760456
396	0.58739258
397	0.587367193
398	0.5872853066
399	0.5872138338
400	0.5871647075
401	0.5870981283
402	0.5870095567
403	0.5869489365
404	0.5869022904
405	0.5868255794
406	0.5867792912
407	0.5867332107
408	0.586656182
409	0.5865737831
410	0.586509073
411	0.5864622464
412	0.5863945797
413	0.5863221809
414	0.5862585027
415	0.5861801416
416	0.5861343413
417	0.5860805262
418	0.586039688
419	0.585991009
420	0.5859386493
421	0.5858651151
422	0.5857936719
423	0.5856984714
424	0.5856059804
425	0.5855556976
426	0.5855088083
427	0.5854495263
428	0.5853387886
429	0.5852473702
430	0.5851401821
431	0.5850420764
432	0.5850001541
433	0.5849484023
434	0.5849048157
435	0.5848479475
436	0.5848062385
437	0.5846513152
438	0.5845909405
439	0.5845550183
440	0.584502862
441	0.5844429801
442	0.5844213037
443	0.5843890284
444	0.5843420877
445	0.5842902214
446	0.5842425136
447	0.5841991085
448	0.5841685712
449	0.5841093854
450	0.5840684592
451	0.5839983186
452	0.5839462997
453	0.5839125357
454	0.5838608016
455	0.5838299982
456	0.5837884368
457	0.5837520268
458	0.5836502371
459	0.5835808525
460	0.5835180253
461	0.5834455456
462	0.5834270934
463	0.5833919081
464	0.5833304851
465	0.5833035084
466	0.583274534
467	0.5832281593
468	0.5831684947
469	0.5831314124
470	0.5830887128
471	0.5830590124
472	0.5829229132
473	0.5828665244
474	0.5828266183
475	0.5827772647
476	0.5827157889
477	0.5826805602
478	0.582635101
479	0.5826092488
480	0.5825753315
481	0.58252674
482	0.5824922664
483	0.582443703
484	0.5823947987
485	0.5823404162
486	0.5823023271
487	0.5822666504
488	0.5822125415
489	0.5821804973
490	0.5821354133
491	0.5820947235
492	0.5820188562
493	0.581971378
494	0.5819492953
495	0.5819130486
496	0.581873741
497	0.5818193477
498	0.5817939729
499	0.5817497105
