iter	Passed	Remaining
541	70923	20675
542	71046	20542
543	71145	20402
544	71262	20267
545	71394	20136
546	71518	20004
547	71651	19874
548	71771	19740
549	71891	19606
550	71994	19468
551	72110	19333
552	72247	19205
553	72385	19076
554	72507	18943
555	72645	18814
556	72802	18690
557	72922	18557
558	73042	18423
559	73177	18294
560	73295	18160
561	73407	18025
562	73540	17895
563	73657	17761
564	73786	17630
565	73958	17509
566	74097	17380
567	74219	17248
568	74347	17116
569	74469	16984
570	74601	16853
571	74722	16721
572	74845	16588
573	74998	16463
574	75151	16337
575	75262	16202
576	75392	16071
577	75519	15940
578	75638	15807
579	75762	15674
580	75899	15545
581	76031	15415
582	76192	15290
583	76322	15160
584	76453	15029
585	76569	14895
586	76700	14765
587	76833	14634
588	76960	14503
589	77076	14370
590	77296	14255
591	77425	14124
592	77577	13998
593	77707	13867
594	77822	13733
595	77961	13603
596	78101	13474
597	78228	13343
598	78353	13211
599	78494	13082
600	78607	12948
601	78747	12819
602	78880	12688
603	79005	12557
604	79123	12424
605	79254	12293
606	79369	12160
607	79528	12033
608	79686	11907
609	79809	11775
610	79938	11644
611	80068	11513
612	80195	11381
613	80298	11247
614	80419	11114
615	80571	10987
616	80699	10855
617	80825	10724
618	80953	10593
619	81082	10462
620	81210	10331
621	81335	10199
622	81457	10067
623	81586	9936
624	81721	9806
625	81831	9673
626	81944	9540
627	82072	9409
628	82199	9278
629	82317	9146
630	82446	9015
631	82575	8884
632	82698	8753
633	82862	8626
634	82992	8495
635	83115	8363
636	83244	8232
637	83375	8102
638	83514	7972
639	83643	7841
640	83758	7709
641	83900	7579
642	84034	7449
643	84171	7319
644	84304	7188
645	84424	7057
646	84532	6924
647	84659	6793
648	84781	6662
649	84897	6530
650	85069	6403
651	85205	6272
652	85337	6142
653	85473	6011
654	85592	5880
655	85722	5749
656	85852	5618
657	85982	5488
658	86107	5357
659	86253	5227
660	86379	5096
661	86507	4965
662	86641	4835
663	86766	4704
664	86883	4572
665	87012	4442
666	87116	4310
667	87271	4180
668	87404	4050
669	87542	3919
670	87669	3788
671	87789	3657
672	87914	3527
673	88030	3395
674	88147	3264
675	88279	3134
676	88434	3004
677	88568	2873
678	88690	2743
679	88820	2612
680	88954	2481
681	89090	2351
682	89232	2221
683	89370	2090
684	89534	1960
685	89678	1830
686	89813	1699
687	89961	1569
688	90105	1438
689	90267	1308
690	90389	1177
691	90552	1046
692	90670	915
693	90791	784
694	90913	654
695	91050	523
696	91201	392
697	91333	261
698	91460	130
699	91579	0
