iter	MultiClass
525	0.6098434465
526	0.6098177125
527	0.609717467
528	0.6095826603
529	0.6095531281
530	0.6094591461
531	0.6093264427
532	0.6092214496
533	0.609069117
534	0.6089189
535	0.6088440358
536	0.6087242991
537	0.6086463857
538	0.6085435502
539	0.6084043997
540	0.6083457809
541	0.6082433437
542	0.6080797175
543	0.6080346181
544	0.6079194622
545	0.607778684
546	0.6077011958
547	0.6076500184
548	0.6075973721
549	0.6074182635
550	0.6073368928
551	0.6072551884
552	0.6071242072
553	0.6070656726
554	0.6070614941
555	0.6069388554
556	0.6069138662
557	0.6069076058
558	0.6069024604
559	0.6067884993
560	0.606706479
561	0.6065774985
562	0.606456811
563	0.606334702
564	0.6061386592
565	0.6060334359
566	0.6058854909
567	0.6058500678
568	0.6057760616
569	0.6057205158
570	0.6056077273
571	0.6055133575
572	0.6054508385
573	0.6053711058
574	0.6053667182
575	0.6053635301
576	0.6052807707
577	0.6052331132
578	0.6050744057
579	0.6050272677
580	0.6049122223
581	0.6048676643
582	0.6047654811
583	0.6046862174
584	0.604591208
585	0.6045550907
586	0.6044613032
587	0.6043598049
588	0.6042737457
589	0.6041988548
590	0.6041020924
591	0.6039874229
592	0.6039355164
593	0.6038017858
594	0.6037293687
595	0.6036447433
596	0.6035642599
597	0.6034591678
598	0.6034193472
599	0.6033399621
600	0.6032589683
601	0.6032216283
602	0.6030914516
603	0.6030030234
604	0.6029129182
605	0.6027695334
606	0.6027113186
607	0.6026143538
608	0.602419187
609	0.6023557858
610	0.6023535489
611	0.6022461156
612	0.6021428792
613	0.6021108748
614	0.6020518409
615	0.6019796343
616	0.6018962603
617	0.6017280505
618	0.6016262196
619	0.6015579405
620	0.6014750007
621	0.6013099326
622	0.601130776
623	0.6010620807
624	0.6009821281
625	0.6009038578
626	0.600801623
627	0.6007559173
628	0.6006899288
629	0.6006574121
630	0.6006124118
631	0.6005360444
632	0.6004067982
633	0.6003532343
634	0.6002133754
635	0.6001663021
636	0.5999757516
637	0.5998369014
638	0.5997593079
639	0.5996226681
640	0.599545254
641	0.5994781338
642	0.5994119324
643	0.5993308402
644	0.5992177806
645	0.5991756658
646	0.5990510391
647	0.599000626
648	0.5989358613
649	0.598772131
650	0.5987114098
651	0.598695193
652	0.5986458572
653	0.5985224176
654	0.5983782723
655	0.5982571249
656	0.598183899
657	0.598091378
658	0.5979767501
659	0.5978863698
660	0.5978812327
661	0.5977823632
662	0.5977424678
663	0.5977150588
664	0.5976539163
665	0.5975840182
666	0.5974749009
667	0.5973376004
668	0.5972764132
669	0.5972199567
670	0.5970906822
671	0.5969994089
672	0.5969690047
673	0.5969622674
674	0.596813607
675	0.5967606476
676	0.5966732725
677	0.5964668798
678	0.5963797684
679	0.5962373702
680	0.5961026564
681	0.5959888684
682	0.595850207
683	0.5957211582
684	0.5956604992
685	0.5955708701
686	0.5954807507
687	0.595415661
688	0.595289479
689	0.5951687947
690	0.595041865
691	0.5949415395
692	0.5949312341
693	0.5948290741
694	0.5946630172
695	0.5946176562
696	0.5945194239
697	0.5944115741
698	0.5942949953
699	0.5942544195
