feature,importance
task_age_days,66.48728022129063
assignee,14.58190534250729
issue_type,7.14644820866371
status,3.837612618587867
priority,3.661720158786966
status_change_count,2.0117647462484234
changes_last_7_days,1.1096785173893986
story_points,1.0646577887666555
timespent,0.0592085193563085
assignee_change_count,0.03309539319979447
story_point_change_count,0.006139258623635767
estimate_change_count,0.0004892265791903659
story_points_missing,0.0
priority_change_count,0.0
